State,County,inc2013,inc2014,inc2015,stateRank,pctChg2014,pctChg2015,stateRankChg
LA,Union,33481.00,33370.00,34941.00,43,-0.3,4.7,9
LA,Vermilion,37541.00,38767.00,38226.00,26,3.3,-1.4,55
LA,Vernon,36434.00,37008.00,38683.00,24,1.6,4.5,11
LA,Washington,30069.00,30506.00,32062.00,54,1.5,5.1,6
LA,Webster,34349.00,34796.00,35944.00,38,1.3,3.3,30
LA,West Baton Rouge,40252.00,42379.00,44043.00,13,5.3,3.9,20
LA,West Carroll,28719.00,27361.00,27725.00,63,-4.7,1.3,46
LA,West Feliciana,31545.00,32373.00,33680.00,51,2.6,4,18
LA,Winn,33040.00,34316.00,35344.00,41,3.9,3,33
ME,,39679.00,41240.00,42799.00,,3.9,3.8,
ME,Androscoggin,34646.00,35764.00,37106.00,9,3.2,3.8,9
ME,Aroostook,34630.00,35490.00,36717.00,12,2.5,3.5,11
ME,Cumberland,48498.00,50655.00,52298.00,1,4.4,3.2,14
ME,Franklin,32346.00,33723.00,34849.00,15,4.3,3.3,13
ME,Hancock,40786.00,43286.00,45190.00,5,6.1,4.4,2
ME,Kennebec,39245.00,40184.00,41554.00,7,2.4,3.4,12
ME,Knox,40320.00,41930.00,43738.00,6,4,4.3,3
ME,Lincoln,42193.00,43649.00,45358.00,4,3.5,3.9,7
ME,Oxford,32641.00,33620.00,34891.00,14,3,3.8,8
ME,Penobscot,34526.00,35629.00,37032.00,10,3.2,3.9,6
ME,Piscataquis,32636.00,33602.00,34634.00,16,3,3.1,15
ME,Sagadahoc,42000.00,43907.00,45702.00,2,4.5,4.1,5
ME,Somerset,32995.00,34722.00,35951.00,13,5.2,3.5,10
ME,Waldo,34195.00,35822.00,36833.00,11,4.8,2.8,16
ME,Washington,33906.00,35420.00,37185.00,8,4.5,5,1
ME,York,41968.00,43612.00,45466.00,3,3.9,4.3,4
MD,,52623.00,54036.00,55972.00,,2.7,3.6,
MD,Allegany,34612.00,35973.00,37214.00,23,3.9,3.4,12
MD,Anne Arundel,56981.00,58731.00,60628.00,4,3.1,3.2,16
MD,Baltimore,51517.00,53180.00,54395.00,9,3.2,2.3,22
MD,Calvert,52605.00,54061.00,56018.00,6,2.8,3.6,9
MD,Caroline,40310.00,41194.00,42110.00,19,2.2,2.2,23
MD,Carroll,51930.00,53929.00,56006.00,7,3.8,3.9,6
MD,Cecil,40495.00,41764.00,43374.00,17,3.1,3.9,5
MD,Charles,49611.00,50491.00,52212.00,13,1.8,3.4,14
MD,Dorchester,39284.00,40407.00,41553.00,20,2.9,2.8,17
MD,Frederick,51740.00,53079.00,54893.00,8,2.6,3.4,13
MD,Garrett,37758.00,39677.00,41262.00,21,5.1,4,3
MD,Harford,48952.00,50760.00,52612.00,11,3.7,3.6,7
MD,Howard,67066.00,68163.00,69991.00,2,1.6,2.7,19
MD,Kent,49721.00,51244.00,52430.00,12,3.1,2.3,21
MD,Montgomery,72626.00,73598.00,76863.00,1,1.3,4.4,1
MD,Prince George's,42550.00,43319.00,44866.00,16,1.8,3.6,10
MD,Queen Anne's,53260.00,54699.00,56189.00,5,2.7,2.7,18
MD,St. Mary's,48893.00,50160.00,51990.00,14,2.6,3.6,8
MD,Somerset,27773.00,29139.00,29684.00,24,4.9,1.9,24
MD,Talbot,61464.00,63177.00,64804.00,3,2.8,2.6,20
MD,Washington,39584.00,40926.00,42248.00,18,3.4,3.2,15
MD,Wicomico,35730.00,37514.00,38816.00,22,5,3.5,11
MD,Worcester,49516.00,50854.00,52847.00,10,2.7,3.9,4
MD,Baltimore City,41073.00,43239.00,44979.00,15,5.3,4,2
MA,,57165.00,59603.00,62603.00,,4.3,5,
MA,Barnstable,59038.00,61588.00,64730.00,6,4.3,5.1,11
MA,Berkshire,45672.00,48088.00,50712.00,10,5.3,5.5,5
MA,Bristol,44119.00,45691.00,48294.00,12,3.6,5.7,3
MA,Dukes,71875.00,73848.00,78745.00,3,2.7,6.6,2
MA,Essex,55197.00,57375.00,60320.00,7,3.9,5.1,9
MA,Franklin,44311.00,46064.00,48428.00,11,4,5.1,10
MA,Hampden,42577.00,43951.00,46216.00,14,3.2,5.2,8
MA,Hampshire,42938.00,44628.00,46756.00,13,3.9,4.8,13
MA,Middlesex,66739.00,70114.00,73265.00,4,5.1,4.5,14
MA,Nantucket,95744.00,100408.00,107341.00,1,4.9,6.9,1
MA,Norfolk,73044.00,76960.00,80711.00,2,5.4,4.9,12
MA,Plymouth,53907.00,56200.00,59273.00,8,4.3,5.5,4
MA,Suffolk,61075.00,62809.00,66074.00,5,2.8,5.2,6
MA,Worcester,47251.00,48843.00,51370.00,9,3.4,5.2,7
MI,,39208.00,40940.00,42812.00,,4.4,4.6,
MI,Alcona,32234.00,33681.00,35207.00,46,4.5,4.5,31
MI,Alger,26601.00,27863.00,29150.00,82,4.7,4.6,29
MI,Allegan,36771.00,37990.00,39598.00,20,3.3,4.2,47
MI,Alpena,33712.00,34823.00,36467.00,38,3.3,4.7,27
MI,Antrim,35918.00,38033.00,39731.00,19,5.9,4.5,35
MI,Arenac,31167.00,32693.00,34226.00,54,4.9,4.7,28
MI,Baraga,29627.00,29667.00,29928.00,79,0.1,0.9,81
MI,Barry,37032.00,38438.00,40063.00,18,3.8,4.2,48
MI,Bay,35171.00,36486.00,37884.00,30,3.7,3.8,65
MI,Benzie,34039.00,35977.00,37557.00,31,5.7,4.4,41
MI,Berrien,38395.00,40137.00,41939.00,14,4.5,4.5,33
MI,Branch,30593.00,31039.00,32293.00,69,1.5,4,60
MI,Calhoun,34421.00,35197.00,36958.00,35,2.3,5,16
MI,Cass,35623.00,37203.00,38838.00,22,4.4,4.4,40
MI,Charlevoix,41400.00,43792.00,46000.00,7,5.8,5,12
MI,Cheboygan,31379.00,32864.00,34608.00,51,4.7,5.3,8
MI,Chippewa,31191.00,30057.00,31358.00,72,-3.6,4.3,43
MI,Clare,28749.00,29536.00,31137.00,73,2.7,5.4,6
MI,Clinton,37703.00,39419.00,40446.00,17,4.6,2.6,77
MI,Crawford,27069.00,28882.00,29960.00,78,6.7,3.7,67
MI,Delta,33527.00,35026.00,36319.00,40,4.5,3.7,69
MI,Dickinson,39779.00,41403.00,42709.00,12,4.1,3.2,73
MI,Eaton,35405.00,36403.00,37921.00,29,2.8,4.2,52
MI,Emmet,44690.00,46863.00,48882.00,5,4.9,4.3,44
MI,Genesee,33545.00,34858.00,36612.00,37,3.9,5,13
MI,Gladwin,30224.00,31074.00,32450.00,68,2.8,4.4,38
MI,Gogebic,31396.00,33553.00,35495.00,42,6.9,5.8,4
MI,Grand Traverse,40068.00,42298.00,43876.00,9,5.6,3.7,68
MI,Gratiot,31621.00,32423.00,33571.00,60,2.5,3.5,71
MI,Hillsdale,30889.00,31378.00,32778.00,65,1.6,4.5,36
MI,Houghton,30425.00,31654.00,32968.00,64,4,4.2,55
MI,Huron,41395.00,42513.00,43271.00,10,2.7,1.8,79
MI,Ingham,34295.00,35646.00,37142.00,33,3.9,4.2,50
MI,Ionia,28825.00,29841.00,31562.00,71,3.5,5.8,5
MI,Iosco,31557.00,32350.00,33604.00,59,2.5,3.9,62
MI,Iron,34243.00,35834.00,38557.00,25,4.6,7.6,1
MI,Isabella,29517.00,30645.00,31900.00,70,3.8,4.1,57
MI,Jackson,33902.00,34949.00,36413.00,39,3.1,4.2,51
MI,Kalamazoo,40220.00,41344.00,43062.00,11,2.8,4.2,54
MI,Kalkaska,29155.00,31181.00,32581.00,67,6.9,4.5,32
MI,Kent,44668.00,46499.00,48496.00,6,4.1,4.3,46
MI,Keweenaw,35880.00,37009.00,38827.00,23,3.1,4.9,22
MI,Lake,27355.00,28300.00,29607.00,81,3.5,4.6,30
MI,Lapeer,35322.00,36520.00,38417.00,27,3.4,5.2,10
MI,Leelanau,53723.00,59347.00,59396.00,2,10.5,0.1,82
MI,Lenawee,32971.00,33982.00,35652.00,41,3.1,4.9,21
MI,Livingston,45232.00,47267.00,49608.00,4,4.5,5,19
MI,Luce,26159.00,26993.00,28089.00,83,3.2,4.1,59
MI,Mackinac,36261.00,36798.00,38607.00,24,1.5,4.9,20
MI,Macomb,38014.00,39746.00,41847.00,15,4.6,5.3,9
MI,Manistee,32636.00,34035.00,35472.00,44,4.3,4.2,49
MI,Marquette,34604.00,35847.00,36788.00,36,3.6,2.6,76
MI,Mason,34631.00,36109.00,37046.00,34,4.3,2.6,78
MI,Mecosta,27543.00,28508.00,29673.00,80,3.5,4.1,58
MI,Menominee,35180.00,37319.00,38377.00,28,6.1,2.8,75
MI,Midland,45317.00,44417.00,44954.00,8,-2,1.2,80
MI,Missaukee,29252.00,31156.00,31109.00,74,6.5,-0.2,83
MI,Monroe,37946.00,39709.00,41707.00,16,4.6,5,14
MI,Montcalm,28649.00,29547.00,31015.00,75,3.1,5,18
MI,Montmorency,30812.00,31881.00,33848.00,58,3.5,6.2,3
MI,Muskegon,31345.00,33016.00,34604.00,52,5.3,4.8,25
MI,Newaygo,30418.00,31946.00,33201.00,61,5,3.9,61
MI,Oakland,57605.00,60771.00,63454.00,1,5.5,4.4,39
MI,Oceana,31468.00,32798.00,34066.00,57,4.2,3.9,63
MI,Ogemaw,28399.00,29780.00,30925.00,76,4.9,3.8,64
MI,Ontonagon,31120.00,32389.00,34124.00,56,4.1,5.4,7
MI,Osceola,28579.00,29831.00,30805.00,77,4.4,3.3,72
MI,Oscoda,29620.00,31473.00,32631.00,66,6.3,3.7,70
MI,Otsego,32659.00,33697.00,35102.00,47,3.2,4.2,53
MI,Ottawa,38730.00,40938.00,42619.00,13,5.7,4.1,56
MI,Presque Isle,32124.00,32703.00,34262.00,53,1.8,4.8,26
MI,Roscommon,30876.00,31656.00,33199.00,62,2.5,4.9,23
MI,Saginaw,32915.00,34135.00,35429.00,45,3.7,3.8,66
MI,St. Clair,36011.00,37389.00,39268.00,21,3.8,5,15
MI,St. Joseph,31968.00,32629.00,34215.00,55,2.1,4.9,24
MI,Sanilac,33212.00,33506.00,35005.00,49,0.9,4.5,34
MI,Schoolcraft,32684.00,34486.00,35475.00,43,5.5,2.9,74
MI,Shiawassee,32693.00,33632.00,35078.00,48,2.9,4.3,45
MI,Tuscola,31632.00,32558.00,34771.00,50,2.9,6.8,2
MI,Van Buren,34470.00,35433.00,37247.00,32,2.8,5.1,11
MI,Washtenaw,47399.00,49211.00,51400.00,3,3.8,4.4,37
MI,Wayne,34967.00,36678.00,38512.00,26,4.9,5,17
MI,Wexford,30758.00,31618.00,32993.00,63,2.8,4.3,42
MN,,47235.00,49133.00,50871.00,,4,3.5,
MN,Aitkin,32511.00,35560.00,35546.00,84,9.4,0,82
MN,Anoka,41702.00,43705.00,45556.00,36,4.8,4.2,28
MN,Becker,40601.00,40765.00,42079.00,63,0.4,3.2,51
MN,Beltrami,33046.00,34949.00,36329.00,83,5.8,3.9,35
MN,Benton,36035.00,37469.00,38845.00,72,4,3.7,41
MN,Big Stone,50048.00,47749.00,50308.00,19,-4.6,5.4,18
MN,Blue Earth,38978.00,40814.00,43168.00,51,4.7,5.8,15
MN,Brown,45719.00,46552.00,47688.00,26,1.8,2.4,63
MN,Carlton,35324.00,36738.00,37872.00,75,4,3.1,53
MN,Carver,58000.00,60827.00,63291.00,2,4.9,4.1,33
MN,Cass,37904.00,39869.00,41263.00,66,5.2,3.5,45
MN,Chippewa,48881.00,44302.00,44722.00,40,-9.4,0.9,80
MN,Chisago,38981.00,40700.00,42475.00,59,4.4,4.4,26
MN,Clay,39216.00,39333.00,40177.00,69,0.3,2.1,68
MN,Clearwater,34144.00,36233.00,37432.00,78,6.1,3.3,47
MN,Cook,42723.00,43650.00,45900.00,34,2.2,5.2,19
MN,Cottonwood,46853.00,43982.00,44872.00,38,-6.1,2,70
MN,Crow Wing,36855.00,39113.00,40710.00,68,6.1,4.1,32
MN,Dakota,49559.00,51677.00,53710.00,10,4.3,3.9,36
MN,Dodge,42116.00,42531.00,43069.00,52,1,1.3,75
MN,Douglas,44916.00,44632.00,46902.00,29,-0.6,5.1,20
MN,Faribault,47589.00,40374.00,42967.00,55,-15.2,6.4,12
MN,Fillmore,40465.00,41663.00,45036.00,37,3,8.1,5
MN,Freeborn,38771.00,39808.00,41371.00,65,2.7,3.9,37
MN,Goodhue,44149.00,47005.00,48427.00,24,6.5,3,55
MN,Grant,50074.00,44518.00,48039.00,25,-11.1,7.9,6
MN,Hennepin,59954.00,63437.00,65231.00,1,5.8,2.8,57
MN,Houston,43543.00,45088.00,46557.00,31,3.5,3.3,50
MN,Hubbard,34074.00,35182.00,36847.00,80,3.3,4.7,22
MN,Isanti,36194.00,37267.00,38905.00,71,3,4.4,25
MN,Itasca,34783.00,36096.00,37733.00,76,3.8,4.5,23
MN,Jackson,51561.00,48903.00,52392.00,12,-5.2,7.1,8
MN,Kanabec,33279.00,35203.00,37606.00,77,5.8,6.8,11
MN,Kandiyohi,45226.00,46346.00,49060.00,21,2.5,5.9,14
MN,Kittson,63737.00,53025.00,54231.00,8,-16.8,2.3,67
MN,Koochiching,35664.00,35625.00,36482.00,82,-0.1,2.4,65
MN,Lac qui Parle,60063.00,51193.00,50380.00,18,-14.8,-1.6,85
MN,Lake,39310.00,41769.00,43408.00,50,6.3,3.9,38
MN,Lake of the Woods,38695.00,41767.00,44007.00,47,7.9,5.4,17
MN,Le Sueur,40715.00,42128.00,44197.00,43,3.5,4.9,21
MN,Lincoln,47955.00,44967.00,46333.00,33,-6.2,3,54
MN,Lyon,44680.00,43957.00,45806.00,35,-1.6,4.2,29
MN,McLeod,40466.00,41618.00,43484.00,49,2.8,4.5,24
MN,Mahnomen,34717.00,32674.00,32950.00,87,-5.9,0.8,81
MN,Marshall,52095.00,46754.00,47256.00,27,-10.3,1.1,78
MN,Martin,46399.00,45718.00,47232.00,28,-1.5,3.3,46
MN,Meeker,37757.00,38191.00,40861.00,67,1.1,7,9
MN,Mille Lacs,34040.00,35571.00,37095.00,79,4.5,4.3,27
MN,Morrison,34947.00,37337.00,38561.00,73,6.8,3.3,49
MN,Mower,39978.00,41305.00,42364.00,61,3.3,2.6,61
MN,Murray,57111.00,50472.00,54719.00,7,-11.6,8.4,4
MN,Nicollet,43777.00,43277.00,44646.00,41,-1.1,3.2,52
MN,Nobles,41361.00,41541.00,44383.00,42,0.4,6.8,10
MN,Norman,51414.00,44713.00,44162.00,44,-13,-1.2,84
MN,Olmsted,47502.00,49075.00,50858.00,17,3.3,3.6,43
MN,Otter Tail,40136.00,41343.00,42411.00,60,3,2.6,59
MN,Pennington,46867.00,47811.00,49041.00,22,2,2.6,60
MN,Pine,30597.00,31867.00,33026.00,86,4.2,3.6,42
MN,Pipestone,51039.00,50141.00,50952.00,16,-1.8,1.6,71
MN,Polk,46560.00,43179.00,42975.00,54,-7.3,-0.5,83
MN,Pope,45400.00,45623.00,46556.00,32,0.5,2,69
MN,Ramsey,44729.00,46768.00,48457.00,23,4.6,3.6,44
MN,Red Lake,45817.00,46545.00,44797.00,39,1.6,-3.8,87
MN,Redwood,51666.00,51516.00,56714.00,5,-0.3,10.1,3
MN,Renville,54644.00,50426.00,51844.00,14,-7.7,2.8,58
MN,Rice,36471.00,37965.00,39532.00,70,4.1,4.1,31
MN,Rock,49800.00,47263.00,49961.00,20,-5.1,5.7,16
MN,Roseau,42174.00,41191.00,42554.00,58,-2.3,3.3,48
MN,St. Louis,40687.00,41754.00,42805.00,56,2.6,2.5,62
MN,Scott,48071.00,50564.00,52660.00,11,5.2,4.1,30
MN,Sherburne,38748.00,39869.00,41482.00,64,2.9,4,34
MN,Sibley,43109.00,41276.00,43865.00,48,-4.3,6.3,13
MN,Stearns,39380.00,41095.00,42092.00,62,4.4,2.4,64
MN,Steele,41021.00,42173.00,42712.00,57,2.8,1.3,74
MN,Stevens,53278.00,53178.00,52226.00,13,-0.2,-1.8,86
MN,Swift,44458.00,46050.00,53874.00,9,3.6,17,1
MN,Todd,34153.00,35934.00,36759.00,81,5.2,2.3,66
MN,Traverse,65277.00,54696.00,55225.00,6,-16.2,1,79
MN,Wabasha,41692.00,43435.00,44126.00,45,4.2,1.6,72
MN,Wadena,33106.00,34470.00,35497.00,85,4.1,3,56
MN,Waseca,41885.00,43696.00,46847.00,30,4.3,7.2,7
MN,Washington,53049.00,56021.00,58163.00,4,5.6,3.8,40
MN,Watonwan,40552.00,37702.00,38124.00,74,-7,1.1,77
MN,Wilkin,58136.00,50626.00,51214.00,15,-12.9,1.2,76
MN,Winona,39574.00,42368.00,43034.00,53,7.1,1.6,73
MN,Wright,40917.00,42447.00,44103.00,46,3.7,3.9,39
MN,Yellow Medicine,54385.00,50898.00,59238.00,3,-6.4,16.4,2
MS,,33321.00,34139.00,34771.00,,2.5,1.9,
MS,Adams,33121.00,34094.00,34860.00,15,2.9,2.2,33
MS,Alcorn,28578.00,29492.00,30633.00,46,3.2,3.9,14
MS,Amite,28668.00,30410.00,30950.00,42,6.1,1.8,38
MS,Attala,28737.00,29200.00,29754.00,60,1.6,1.9,36
MS,Benton,25512.00,26503.00,27483.00,75,3.9,3.7,16
MS,Bolivar,34493.00,33990.00,34322.00,21,-1.5,1,55
MS,Calhoun,28254.00,27845.00,28948.00,67,-1.4,4,12
MS,Carroll,32129.00,31459.00,32788.00,27,-2.1,4.2,9
MS,Chickasaw,30384.00,31428.00,32248.00,32,3.4,2.6,30
MS,Choctaw,26624.00,27283.00,28982.00,66,2.5,6.2,2
MS,Claiborne,29172.00,28619.00,30516.00,48,-1.9,6.6,1
MS,Clarke,35251.00,35949.00,35778.00,10,2,-0.5,66
MS,Clay,33870.00,34084.00,34522.00,17,0.6,1.3,45
MS,Coahoma,32555.00,29696.00,30030.00,57,-8.8,1.1,50
MS,Copiah,30343.00,30838.00,31186.00,41,1.6,1.1,49
MS,Covington,30241.00,32352.00,31802.00,36,7,-1.7,70
MS,DeSoto,34639.00,35258.00,36375.00,7,1.8,3.2,22
MS,Forrest,32624.00,34113.00,35269.00,12,4.6,3.4,18
MS,Franklin,29357.00,30422.00,31604.00,40,3.6,3.9,13
MS,George,29413.00,30668.00,30653.00,45,4.3,0,65
MS,Greene,22466.00,23148.00,24222.00,81,3,4.6,5
MS,Grenada,33015.00,33577.00,34819.00,16,1.7,3.7,15
MS,Hancock,31486.00,33107.00,33108.00,26,5.1,0,64
MS,Harrison,33236.00,33924.00,34327.00,20,2.1,1.2,47
MS,Hinds,36273.00,37687.00,38337.00,3,3.9,1.7,39
MS,Holmes,27584.00,26372.00,26706.00,79,-4.4,1.3,46
MS,Humphreys,32870.00,30498.00,29437.00,63,-7.2,-3.5,77
MS,Issaquena,29200.00,22824.00,18598.00,82,-21.8,-18.5,82
MS,Itawamba,29467.00,30822.00,31954.00,35,4.6,3.7,17
MS,Jackson,33747.00,34125.00,34394.00,19,1.1,0.8,57
MS,Jasper,33138.00,34731.00,34409.00,18,4.8,-0.9,68
MS,Jefferson,30736.00,30434.00,30438.00,51,-1,0,63
MS,Jefferson Davis,28629.00,28844.00,29262.00,64,0.8,1.4,44
MS,Jones,34151.00,36941.00,37299.00,5,8.2,1,56
MS,Kemper,28127.00,27454.00,27575.00,73,-2.4,0.4,61
MS,Lafayette,32809.00,34270.00,35342.00,11,4.5,3.1,23
MS,Lamar,32230.00,33512.00,35014.00,13,4,4.5,7
MS,Lauderdale,34169.00,34592.00,34964.00,14,1.2,1.1,52
MS,Lawrence,31718.00,32348.00,32698.00,28,2,1.1,51
MS,Leake,26049.00,28439.00,27283.00,77,9.2,-4.1,78
MS,Lee,33982.00,35801.00,37426.00,4,5.4,4.5,6
MS,Leflore,31690.00,30343.00,30562.00,47,-4.3,0.7,59
MS,Lincoln,33960.00,35176.00,35834.00,9,3.6,1.9,37
MS,Lowndes,36691.00,36405.00,36793.00,6,-0.8,1.1,54
MS,Madison,54909.00,57134.00,57964.00,1,4.1,1.5,43
MS,Marion,30042.00,30204.00,30723.00,44,0.5,1.7,40
MS,Marshall,28187.00,28794.00,29738.00,61,2.2,3.3,20
MS,Monroe,30516.00,31413.00,32455.00,31,2.9,3.3,19
MS,Montgomery,30764.00,31908.00,32623.00,29,3.7,2.2,34
MS,Neshoba,34404.00,34736.00,34051.00,23,1,-2,72
MS,Newton,30614.00,32222.00,31690.00,38,5.3,-1.7,69
MS,Noxubee,34006.00,31275.00,30459.00,49,-8,-2.6,74
MS,Oktibbeha,29034.00,29763.00,30445.00,50,2.5,2.3,32
MS,Panola,30122.00,29524.00,30321.00,54,-2,2.7,29
MS,Pearl River,31880.00,32450.00,33778.00,24,1.8,4.1,10
MS,Perry,27017.00,27220.00,28100.00,70,0.8,3.2,21
MS,Pike,28800.00,30082.00,30433.00,52,4.5,1.2,48
MS,Pontotoc,28095.00,28791.00,29950.00,58,2.5,4,11
MS,Prentiss,26799.00,27810.00,28483.00,69,3.8,2.4,31
MS,Quitman,29984.00,27097.00,26311.00,80,-9.6,-2.9,76
MS,Rankin,39630.00,41474.00,42652.00,2,4.7,2.8,24
MS,Scott,27510.00,29688.00,29133.00,65,7.9,-1.9,71
MS,Sharkey,37134.00,30607.00,29737.00,62,-17.6,-2.8,75
MS,Simpson,32868.00,34244.00,34068.00,22,4.2,-0.5,67
MS,Smith,31614.00,33841.00,32043.00,33,7,-5.3,81
MS,Stone,28675.00,29556.00,29777.00,59,3.1,0.7,58
MS,Sunflower,27804.00,27089.00,27136.00,78,-2.6,0.2,62
MS,Tallahatchie,31069.00,28893.00,27405.00,76,-7,-5.2,80
MS,Tate,30897.00,31139.00,31984.00,34,0.8,2.7,28
MS,Tippah,28804.00,29494.00,30317.00,55,2.4,2.8,25
MS,Tishomingo,26749.00,27619.00,28920.00,68,3.3,4.7,4
MS,Tunica,34542.00,30759.00,30052.00,56,-11,-2.3,73
MS,Union,29668.00,29916.00,30729.00,43,0.8,2.7,27
MS,Walthall,27107.00,27750.00,28046.00,71,2.4,1.1,53
MS,Warren,34501.00,34989.00,35951.00,8,1.4,2.7,26
MS,Washington,33049.00,32813.00,33356.00,25,-0.7,1.7,41
MS,Wayne,32172.00,34214.00,32564.00,30,6.3,-4.8,79
MS,Webster,31674.00,30250.00,31690.00,38,-4.5,4.8,3
MS,Wilkinson,25618.00,26347.00,27487.00,74,2.8,4.3,8
MS,Winston,29887.00,31579.00,31746.00,37,5.7,0.5,60
MS,Yalobusha,29869.00,29870.00,30360.00,53,0,1.6,42
MS,Yazoo,28270.00,27157.00,27763.00,72,-3.9,2.2,35
MO,,39847.00,41107.00,42300.00,,3.2,2.9,
MO,Adair,28864.00,29604.00,30188.00,95,2.6,2,58
MO,Andrew,39060.00,39535.00,39302.00,16,1.2,-0.6,73
MO,Atchison,52744.00,50180.00,40921.00,12,-4.9,-18.5,113
MO,Audrain,35200.00,37308.00,36391.00,37,6,-2.5,87
MO,Barry,30471.00,31999.00,32752.00,73,5,2.4,53
MO,Barton,34330.00,34287.00,32845.00,70,-0.1,-4.2,94
MO,Bates,33361.00,32800.00,33722.00,59,-1.7,2.8,42
MO,Benton,31706.00,32778.00,34320.00,56,3.4,4.7,7
MO,Bollinger,28457.00,28654.00,29349.00,99,0.7,2.4,50
MO,Boone,40309.00,41035.00,42302.00,8,1.8,3.1,35
MO,Buchanan,34846.00,35585.00,36650.00,34,2.1,3,38
MO,Butler,32508.00,33306.00,33212.00,65,2.5,-0.3,71
MO,Caldwell,31182.00,34164.00,32835.00,71,9.6,-3.9,92
MO,Callaway,33623.00,34071.00,34718.00,52,1.3,1.9,60
MO,Camden,32465.00,33609.00,34740.00,51,3.5,3.4,28
MO,Cape Girardeau,38589.00,38951.00,40031.00,14,0.9,2.8,43
MO,Carroll,46209.00,46862.00,44402.00,4,1.4,-5.2,97
MO,Carter,27798.00,28612.00,29929.00,97,2.9,4.6,8
MO,Cass,38574.00,40042.00,41636.00,9,3.8,4,19
MO,Cedar,29202.00,30217.00,30852.00,92,3.5,2.1,55
MO,Chariton,43551.00,46611.00,40679.00,13,7,-12.7,107
MO,Christian,33020.00,34158.00,35675.00,45,3.4,4.4,11
MO,Clark,33236.00,33792.00,32425.00,77,1.7,-4,93
MO,Clay,40682.00,42219.00,44304.00,5,3.8,4.9,5
MO,Clinton,37296.00,38921.00,38313.00,22,4.4,-1.6,82
MO,Cole,41153.00,41780.00,42884.00,7,1.5,2.6,47
MO,Cooper,33052.00,33629.00,33380.00,63,1.7,-0.7,76
MO,Crawford,29860.00,30720.00,32611.00,75,2.9,6.2,2
MO,Dade,29846.00,32718.00,32080.00,80,9.6,-1.9,85
MO,Dallas,27212.00,29249.00,29822.00,98,7.5,2,59
MO,Daviess,34328.00,37483.00,34087.00,57,9.2,-9.1,103
MO,DeKalb,24877.00,24901.00,24284.00,114,0.1,-2.5,88
MO,Dent,29059.00,29947.00,31040.00,90,3.1,3.6,22
MO,Douglas,21991.00,23089.00,23759.00,115,5,2.9,40
MO,Dunklin,32321.00,31242.00,31831.00,81,-3.3,1.9,61
MO,Franklin,36417.00,37416.00,38714.00,20,2.7,3.5,26
MO,Gasconade,34794.00,35635.00,36901.00,29,2.4,3.6,25
MO,Gentry,39326.00,42326.00,38352.00,21,7.6,-9.4,105
MO,Greene,36112.00,37311.00,38947.00,19,3.3,4.4,12
MO,Grundy,32141.00,33321.00,32753.00,72,3.7,-1.7,84
MO,Harrison,35400.00,35952.00,34346.00,55,1.6,-4.5,95
MO,Henry,37415.00,39473.00,39266.00,17,5.5,-0.5,72
MO,Hickory,24412.00,25099.00,26392.00,109,2.8,5.2,4
MO,Holt,50590.00,45079.00,36660.00,33,-10.9,-18.7,114
MO,Howard,34775.00,35380.00,35119.00,49,1.7,-0.7,75
MO,Howell,29416.00,30670.00,31677.00,82,4.3,3.3,30
MO,Iron,28675.00,30112.00,31407.00,85,5,4.3,14
MO,Jackson,38844.00,40054.00,41545.00,11,3.1,3.7,21
MO,Jasper,33682.00,34748.00,36119.00,41,3.2,3.9,20
MO,Jefferson,35216.00,36232.00,37740.00,25,2.9,4.2,16
MO,Johnson,30478.00,31731.00,32718.00,74,4.1,3.1,34
MO,Knox,36289.00,43835.00,34827.00,50,20.8,-20.5,115
MO,Laclede,29755.00,31245.00,32131.00,79,5,2.8,41
MO,Lafayette,36512.00,36540.00,36573.00,35,0.1,0.1,68
MO,Lawrence,29214.00,30475.00,31401.00,86,4.3,3,37
MO,Lewis,33844.00,34594.00,31103.00,89,2.2,-10.1,106
MO,Lincoln,32489.00,33934.00,35292.00,47,4.4,4,18
MO,Linn,35875.00,37441.00,36902.00,28,4.4,-1.4,81
MO,Livingston,33876.00,34344.00,33976.00,58,1.4,-1.1,77
MO,McDonald,24786.00,26288.00,26988.00,107,6.1,2.7,46
MO,Macon,32733.00,33594.00,36229.00,40,2.6,7.8,1
MO,Madison,30957.00,32181.00,33217.00,64,4,3.2,32
MO,Maries,32119.00,32795.00,33410.00,61,2.1,1.9,62
MO,Marion,35612.00,36516.00,36477.00,36,2.5,-0.1,70
MO,Mercer,32413.00,38518.00,33003.00,69,18.8,-14.3,110
MO,Miller,27882.00,29362.00,30066.00,96,5.3,2.4,51
MO,Mississippi,32307.00,29330.00,27708.00,103,-9.2,-5.5,98
MO,Moniteau,31070.00,33560.00,33153.00,66,8,-1.2,80
MO,Monroe,40423.00,41478.00,38014.00,23,2.6,-8.4,102
MO,Montgomery,32969.00,33799.00,33031.00,68,2.5,-2.3,86
MO,Morgan,36781.00,38478.00,39448.00,15,4.6,2.5,49
MO,New Madrid,32556.00,31953.00,30946.00,91,-1.9,-3.2,90
MO,Newton,33788.00,34855.00,35871.00,42,3.2,2.9,39
MO,Nodaway,30305.00,30314.00,28586.00,101,0,-5.7,99
MO,Oregon,24635.00,25820.00,26343.00,110,4.8,2,56
MO,Osage,37562.00,41674.00,43583.00,6,10.9,4.6,9
