State,County,inc2013,inc2014,inc2015,stateRank,pctChg2014,pctChg2015,stateRankChg
FL,Taylor,28015.00,28798.00,30354.00,46,2.8,5.4,5
FL,Union,17450.00,17567.00,18255.00,67,0.7,3.9,24
FL,Volusia,35296.00,36546.00,37802.00,29,3.5,3.4,43
FL,Wakulla,29148.00,30062.00,31405.00,43,3.1,4.5,14
FL,Walton,46280.00,48813.00,49839.00,8,5.5,2.1,65
FL,Washington,25111.00,26152.00,27096.00,58,4.1,3.6,39
GA,,37147.00,38835.00,40306.00,,4.5,3.8,
GA,Appling,28731.00,28697.00,29629.00,103,-0.1,3.2,98
GA,Atkinson,25355.00,25662.00,26140.00,140,1.2,1.9,149
GA,Bacon,27068.00,28209.00,28971.00,115,4.2,2.7,128
GA,Baker,37969.00,31183.00,33167.00,54,-17.9,6.4,8
GA,Baldwin,26866.00,28171.00,28910.00,117,4.9,2.6,131
GA,Banks,29511.00,30838.00,31775.00,76,4.5,3,108
GA,Barrow,29936.00,31451.00,32570.00,62,5.1,3.6,85
GA,Bartow,31044.00,32526.00,33856.00,46,4.8,4.1,48
GA,Ben Hill,26244.00,26730.00,27364.00,130,1.9,2.4,135
GA,Berrien,27470.00,27080.00,28392.00,120,-1.4,4.8,23
GA,Bibb,35564.00,36969.00,38379.00,22,4,3.8,70
GA,Bleckley,30085.00,30161.00,31964.00,74,0.3,6,10
GA,Brantley,22770.00,23062.00,24315.00,150,1.3,5.4,14
GA,Brooks,31506.00,31899.00,32246.00,68,1.2,1.1,155
GA,Bryan,44089.00,45758.00,47448.00,6,3.8,3.7,78
GA,Bulloch,27728.00,28145.00,29258.00,111,1.5,4,60
GA,Burke,29345.00,30542.00,31527.00,78,4.1,3.2,100
GA,Butts,27620.00,28374.00,29320.00,109,2.7,3.3,94
GA,Calhoun,24629.00,24133.00,24838.00,149,-2,2.9,113
GA,Camden,30393.00,31438.00,32754.00,58,3.4,4.2,44
GA,Candler,26209.00,26542.00,27213.00,131,1.3,2.5,132
GA,Carroll,31639.00,32332.00,33662.00,47,2.2,4.1,46
GA,Catoosa,29924.00,31100.00,32358.00,66,3.9,4,52
GA,Charlton,22498.00,23569.00,24840.00,148,4.8,5.4,16
GA,Chatham,39898.00,40711.00,42115.00,11,2,3.4,91
GA,Chattahoochee,30443.00,32384.00,35448.00,31,6.4,9.5,4
GA,Chattooga,26366.00,27224.00,28274.00,122,3.3,3.9,67
GA,Cherokee,40387.00,41967.00,43878.00,9,3.9,4.6,31
GA,Clarke,27129.00,28671.00,29343.00,108,5.7,2.3,137
GA,Clay,29729.00,27429.00,28185.00,123,-7.7,2.8,123
GA,Clayton,24542.00,25118.00,26025.00,143,2.3,3.6,81
GA,Clinch,27418.00,28530.00,29132.00,113,4.1,2.1,142
GA,Cobb,44915.00,47082.00,49101.00,5,4.8,4.3,40
GA,Coffee,27115.00,27700.00,28445.00,119,2.2,2.7,130
GA,Colquitt,28380.00,28368.00,29603.00,104,0,4.4,36
GA,Columbia,41657.00,42771.00,44250.00,8,2.7,3.5,89
GA,Cook,26134.00,25566.00,26724.00,136,-2.2,4.5,33
GA,Coweta,37495.00,38853.00,40402.00,16,3.6,4,56
GA,Crawford,28879.00,29829.00,31046.00,87,3.3,4.1,50
GA,Crisp,25246.00,25854.00,27120.00,133,2.4,4.9,22
GA,Dade,27574.00,28786.00,30047.00,99,4.4,4.4,35
GA,Dawson,35004.00,36529.00,37879.00,24,4.4,3.7,77
GA,Decatur,32856.00,32086.00,33563.00,49,-2.3,4.6,30
GA,DeKalb,39504.00,41286.00,42819.00,10,4.5,3.7,75
GA,Dodge,25672.00,26347.00,27009.00,134,2.6,2.5,134
GA,Dooly,22157.00,21028.00,23185.00,155,-5.1,10.3,2
GA,Dougherty,30927.00,31928.00,32682.00,60,3.2,2.4,136
GA,Douglas,30126.00,30869.00,32089.00,70,2.5,4,61
GA,Early,35657.00,34097.00,35826.00,30,-4.4,5.1,21
GA,Echols,22823.00,23201.00,23721.00,153,1.7,2.2,139
GA,Effingham,35409.00,36242.00,37507.00,25,2.4,3.5,87
GA,Elbert,29891.00,30942.00,31519.00,79,3.5,1.9,148
GA,Emanuel,27248.00,27042.00,27824.00,125,-0.8,2.9,116
GA,Evans,28667.00,29783.00,31036.00,88,3.9,4.2,43
GA,Fannin,28268.00,29831.00,30816.00,92,5.5,3.3,96
GA,Fayette,49810.00,52191.00,54361.00,4,4.8,4.2,45
GA,Floyd,32695.00,33994.00,35054.00,35,4,3.1,105
GA,Forsyth,51118.00,52802.00,54466.00,3,3.3,3.2,103
GA,Franklin,31647.00,32666.00,33976.00,43,3.2,4,54
GA,Fulton,62381.00,68018.00,69977.00,1,9,2.9,118
GA,Gilmer,28216.00,29868.00,30769.00,94,5.9,3,109
GA,Glascock,25990.00,27170.00,27955.00,124,4.5,2.9,117
GA,Glynn,37154.00,38299.00,39814.00,18,3.1,4,59
GA,Gordon,29315.00,30465.00,31463.00,80,3.9,3.3,97
GA,Grady,29808.00,29363.00,30885.00,90,-1.5,5.2,20
GA,Greene,42051.00,43901.00,45219.00,7,4.4,3,110
GA,Gwinnett,34423.00,35569.00,37106.00,27,3.3,4.3,37
GA,Habersham,27953.00,28974.00,29603.00,104,3.7,2.2,140
GA,Hall,33575.00,35116.00,36597.00,28,4.6,4.2,42
GA,Hancock,23284.00,25165.00,25607.00,146,8.1,1.8,150
GA,Haralson,29545.00,30711.00,31840.00,75,3.9,3.7,79
GA,Harris,39584.00,40716.00,41900.00,12,2.9,2.9,114
GA,Hart,30318.00,31912.00,32528.00,63,5.3,1.9,147
GA,Heard,26324.00,27502.00,28363.00,121,4.5,3.1,104
GA,Henry,32426.00,33433.00,34671.00,38,3.1,3.7,76
GA,Houston,36933.00,38031.00,39199.00,19,3,3.1,106
GA,Irwin,29218.00,26510.00,27651.00,126,-9.3,4.3,39
GA,Jackson,32776.00,34178.00,35110.00,32,4.3,2.7,126
GA,Jasper,29924.00,32181.00,32701.00,59,7.5,1.6,151
GA,Jeff Davis,27675.00,28315.00,28961.00,116,2.3,2.3,138
GA,Jefferson,28942.00,29275.00,30327.00,97,1.2,3.6,82
GA,Jenkins,24761.00,25190.00,26195.00,139,1.7,4,55
GA,Johnson,22073.00,22803.00,23464.00,154,3.3,2.9,115
GA,Jones,31822.00,32495.00,33643.00,48,2.1,3.5,86
GA,Lamar,28468.00,28945.00,29742.00,102,1.7,2.8,124
GA,Lanier,22371.00,23160.00,23847.00,152,3.5,3,111
GA,Laurens,30479.00,31207.00,32477.00,65,2.4,4.1,51
GA,Lee,39962.00,41032.00,41626.00,14,2.7,1.4,153
GA,Liberty,30893.00,31481.00,33488.00,50,1.9,6.4,7
GA,Lincoln,30684.00,31585.00,32682.00,60,2.9,3.5,88
GA,Long,21301.00,21651.00,22525.00,156,1.6,4,53
GA,Lowndes,30985.00,31923.00,33182.00,53,3,3.9,63
GA,Lumpkin,29365.00,30368.00,31232.00,85,3.4,2.8,121
GA,McDuffie,30220.00,31204.00,32096.00,69,3.3,2.9,120
GA,McIntosh,24084.00,24900.00,26097.00,142,3.4,4.8,25
GA,Macon,26681.00,27892.00,28672.00,118,4.5,2.8,122
GA,Madison,30577.00,31036.00,31988.00,73,1.5,3.1,107
GA,Marion,22917.00,23320.00,24273.00,151,1.8,4.1,49
GA,Meriwether,28993.00,30392.00,31438.00,81,4.8,3.4,92
GA,Miller,36400.00,34023.00,36029.00,29,-6.5,5.9,11
GA,Mitchell,29971.00,30089.00,32983.00,56,0.4,9.6,3
GA,Monroe,36779.00,38546.00,40025.00,17,4.8,3.8,69
GA,Montgomery,25651.00,25818.00,27392.00,128,0.7,6.1,9
GA,Morgan,38055.00,40403.00,41708.00,13,6.2,3.2,99
GA,Murray,25140.00,26143.00,26855.00,135,4,2.7,127
GA,Muscogee,35711.00,37008.00,38401.00,21,3.6,3.8,73
GA,Newton,28340.00,29026.00,30144.00,98,2.4,3.9,68
GA,Oconee,49768.00,53508.00,55216.00,2,7.5,3.2,102
GA,Oglethorpe,31062.00,33058.00,33480.00,51,6.4,1.3,154
GA,Paulding,30073.00,31499.00,33011.00,55,4.7,4.8,26
GA,Peach,32161.00,33260.00,35027.00,36,3.4,5.3,17
GA,Pickens,38210.00,39010.00,40420.00,15,2.1,3.6,80
GA,Pierce,29566.00,29792.00,31369.00,82,0.8,5.3,18
GA,Pike,31404.00,33011.00,34324.00,39,5.1,4,57
GA,Polk,26749.00,27982.00,29216.00,112,4.6,4.4,34
GA,Pulaski,25584.00,25726.00,26551.00,137,0.6,3.2,101
GA,Putnam,30563.00,31818.00,32497.00,64,4.1,2.1,141
GA,Quitman,25307.00,26624.00,27169.00,132,5.2,2,144
GA,Rabun,32607.00,33717.00,35058.00,33,3.4,4,58
GA,Randolph,30092.00,28228.00,29290.00,110,-6.2,3.8,74
GA,Richmond,31658.00,32736.00,34015.00,42,3.4,3.9,64
GA,Rockdale,29787.00,30832.00,32259.00,67,3.5,4.6,29
GA,Schley,24735.00,25822.00,27488.00,127,4.4,6.5,6
GA,Screven,26749.00,26972.00,27371.00,129,0.8,1.5,152
GA,Seminole,36404.00,35791.00,34719.00,37,-1.7,-3,159
GA,Spalding,29205.00,30155.00,31305.00,84,3.3,3.8,71
GA,Stephens,30466.00,32641.00,33902.00,45,7.1,3.9,66
GA,Stewart,23093.00,21673.00,21677.00,157,-6.1,0,157
GA,Sumter,28559.00,29216.00,30930.00,89,2.3,5.9,12
GA,Talbot,28998.00,30149.00,31146.00,86,4,3.3,95
GA,Taliaferro,24008.00,25472.00,25207.00,147,6.1,-1,158
GA,Tattnall,27410.00,28110.00,29116.00,114,2.6,3.6,83
GA,Taylor,24353.00,24736.00,26128.00,141,1.6,5.6,13
GA,Telfair,18057.00,18573.00,19306.00,158,2.9,3.9,62
GA,Terrell,37631.00,37393.00,38174.00,23,-0.6,2.1,143
GA,Thomas,36308.00,36996.00,38574.00,20,1.9,4.3,41
GA,Tift,31787.00,33200.00,37363.00,26,4.4,12.5,1
GA,Toombs,31361.00,31742.00,32973.00,57,1.2,3.9,65
GA,Towns,29887.00,29409.00,30808.00,93,-1.6,4.8,27
GA,Treutlen,24347.00,24536.00,25810.00,144,0.8,5.2,19
GA,Troup,31918.00,32807.00,33940.00,44,2.8,3.5,90
GA,Turner,32497.00,31194.00,32047.00,71,-4,2.7,125
GA,Twiggs,32130.00,34365.00,35057.00,34,7,2,146
GA,Union,31796.00,32797.00,34214.00,41,3.1,4.3,38
GA,Upson,29298.00,30506.00,31330.00,83,4.1,2.7,129
GA,Walker,28028.00,28810.00,29772.00,100,2.8,3.3,93
GA,Walton,32191.00,33243.00,34223.00,40,3.3,2.9,112
GA,Ware,28187.00,29176.00,30587.00,95,3.5,4.8,24
GA,Warren,28263.00,29534.00,30586.00,96,4.5,3.6,84
GA,Washington,28975.00,29429.00,29553.00,106,1.6,0.4,156
GA,Wayne,29887.00,30275.00,31651.00,77,1.3,4.5,32
GA,Webster,25437.00,24482.00,26327.00,138,-3.8,7.5,5
GA,Wheeler,15847.00,15421.00,16007.00,159,-2.7,3.8,72
GA,White,28189.00,29656.00,30871.00,91,5.2,4.1,47
GA,Whitfield,30077.00,32388.00,33317.00,52,7.7,2.9,119
GA,Wilcox,25876.00,24423.00,25744.00,145,-5.6,5.4,15
GA,Wilkes,27650.00,28627.00,29350.00,107,3.5,2.5,133
GA,Wilkinson,28106.00,30566.00,32018.00,72,8.8,4.8,28
GA,Worth,30768.00,29172.00,29763.00,101,-5.2,2,145
HI,,44567.00,46466.00,48288.00,,4.3,3.9,
HI,Hawaii,33204.00,34653.00,35979.00,4,4.4,3.8,2
HI,Honolulu,48140.00,50203.00,52122.00,1,4.3,3.8,3
HI,Kauai,38773.00,40683.00,42070.00,3,4.9,3.4,4
HI,Maui + Kalawao,38674.00,40306.00,42430.00,2,4.2,5.3,1
ID,,35703.00,37153.00,38392.00,,4.1,3.3,
ID,Ada,42247.00,44320.00,46053.00,3,4.9,3.9,20
ID,Adams,32761.00,34596.00,36800.00,17,5.6,6.4,5
ID,Bannock,30945.00,32058.00,33344.00,32,3.6,4,19
ID,Bear Lake,33848.00,34974.00,35867.00,21,3.3,2.6,30
ID,Benewah,30051.00,30056.00,32134.00,35,0,6.9,3
ID,Bingham,32248.00,31774.00,33422.00,31,-1.5,5.2,10
ID,Blaine,79808.00,85544.00,87496.00,1,7.2,2.3,32
ID,Boise,34088.00,35488.00,36828.00,16,4.1,3.8,23
ID,Bonner,32634.00,33660.00,34634.00,28,3.1,2.9,28
ID,Bonneville,37218.00,38331.00,39814.00,8,3,3.9,21
ID,Boundary,29359.00,31453.00,31283.00,38,7.1,-0.5,40
ID,Butte,33035.00,31715.00,33506.00,30,-4,5.6,9
ID,Camas,39814.00,40264.00,39431.00,9,1.1,-2.1,43
ID,Canyon,26953.00,27658.00,28258.00,42,2.6,2.2,33
ID,Caribou,36867.00,37567.00,38795.00,11,1.9,3.3,26
ID,Cassia,40775.00,42110.00,42823.00,7,3.3,1.7,35
ID,Clark,32915.00,26235.00,26480.00,43,-20.3,0.9,37
ID,Clearwater,31439.00,32274.00,33885.00,29,2.7,5,11
ID,Custer,41047.00,40372.00,43399.00,6,-1.6,7.5,1
ID,Elmore,31878.00,33468.00,34851.00,26,5,4.1,18
ID,Franklin,29175.00,31000.00,32057.00,36,6.3,3.4,24
ID,Fremont (includes Yellowstone National Park),32180.00,32406.00,34828.00,27,0.7,7.5,2
ID,Gem,30931.00,31617.00,32963.00,33,2.2,4.3,15
ID,Gooding,48066.00,57646.00,55281.00,2,19.9,-4.1,44
ID,Idaho,29905.00,30632.00,30711.00,40,2.4,0.3,39
ID,Jefferson,29569.00,29676.00,30407.00,41,0.4,2.5,31
ID,Jerome,34029.00,37173.00,37418.00,14,9.2,0.7,38
ID,Kootenai,35779.00,37350.00,38605.00,12,4.4,3.4,25
ID,Latah,34583.00,35091.00,36425.00,18,1.5,3.8,22
ID,Lemhi,34309.00,35842.00,36860.00,15,4.5,2.8,29
ID,Lewis,47419.00,43649.00,44969.00,5,-8,3,27
ID,Lincoln,34074.00,36329.00,36100.00,19,6.6,-0.6,41
ID,Madison,21522.00,22039.00,23456.00,44,2.4,6.4,4
ID,Minidoka,34395.00,35898.00,37614.00,13,4.4,4.8,12
ID,Nez Perce,36746.00,37753.00,39358.00,10,2.7,4.3,16
ID,Oneida,29623.00,30770.00,32056.00,37,3.9,4.2,17
ID,Owyhee,29170.00,33136.00,32867.00,34,13.6,-0.8,42
ID,Payette,33649.00,34456.00,35045.00,25,2.4,1.7,34
ID,Power,36132.00,34016.00,36019.00,20,-5.9,5.9,7
ID,Shoshone,32080.00,33165.00,35229.00,23,3.4,6.2,6
ID,Teton,26677.00,29609.00,31023.00,39,11,4.8,13
ID,Twin Falls,33569.00,34745.00,35079.00,24,3.5,1,36
ID,Valley,41123.00,43924.00,45902.00,4,6.8,4.5,14
ID,Washington,33880.00,33691.00,35649.00,22,-0.6,5.8,8
IL,,46610.00,48508.00,50295.00,,4.1,3.7,
IL,Adams,40097.00,40982.00,41369.00,32,2.2,0.9,47
IL,Alexander,29557.00,30021.00,31012.00,99,1.6,3.3,16
IL,Bond,32556.00,33487.00,33534.00,92,2.9,0.1,53
IL,Boone,39017.00,39807.00,41376.00,31,2,3.9,11
IL,Brown,29626.00,27161.00,26990.00,101,-8.3,-0.6,59
IL,Bureau,39847.00,37508.00,38446.00,53,-5.9,2.5,26
IL,Calhoun,36562.00,35319.00,36000.00,72,-3.4,1.9,37
IL,Carroll,42283.00,40686.00,41212.00,34,-3.8,1.3,42
IL,Cass,37673.00,37682.00,37483.00,59,0,-0.5,58
IL,Champaign,39557.00,41276.00,42243.00,26,4.3,2.3,31
IL,Christian,38438.00,36822.00,36363.00,68,-4.2,-1.2,63
IL,Clark,38541.00,37950.00,37098.00,61,-1.5,-2.2,78
IL,Clay,37080.00,35053.00,34341.00,83,-5.5,-2,76
IL,Clinton,40525.00,41693.00,41300.00,33,2.9,-0.9,61
IL,Coles,34923.00,35579.00,36325.00,69,1.9,2.1,34
IL,Cook,49141.00,52380.00,54714.00,3,6.6,4.5,7
IL,Crawford,41955.00,43405.00,41872.00,29,3.5,-3.5,92
IL,Cumberland,41314.00,37569.00,36864.00,63,-9.1,-1.9,74
IL,DeKalb,34977.00,34680.00,35970.00,73,-0.8,3.7,13
IL,De Witt,45000.00,42070.00,41486.00,30,-6.5,-1.4,67
IL,Douglas,45962.00,45085.00,44244.00,19,-1.9,-1.9,72
IL,DuPage,58259.00,60931.00,64059.00,2,4.6,5.1,3
IL,Edgar,40855.00,37829.00,37330.00,60,-7.4,-1.3,66
IL,Edwards,38030.00,34592.00,34496.00,82,-9,-0.3,55
IL,Effingham,42968.00,43960.00,42657.00,25,2.3,-3,86
IL,Fayette,32020.00,29598.00,29446.00,100,-7.6,-0.5,57
IL,Ford,51006.00,49013.00,48382.00,7,-3.9,-1.3,65
IL,Franklin,32834.00,32906.00,33417.00,94,0.2,1.6,41
IL,Fulton,33936.00,33332.00,33461.00,93,-1.8,0.4,50
IL,Gallatin,47745.00,40188.00,39041.00,50,-15.8,-2.9,84
IL,Greene,37572.00,35293.00,33953.00,87,-6.1,-3.8,95
IL,Grundy,55816.00,50885.00,47930.00,9,-8.8,-5.8,100
IL,Hamilton,45026.00,40916.00,39959.00,43,-9.1,-2.3,81
IL,Hancock,41468.00,40166.00,39374.00,47,-3.1,-2,75
IL,Hardin,34169.00,34391.00,33690.00,91,0.6,-2,77
IL,Henderson,40906.00,37789.00,36661.00,65,-7.6,-3,87
IL,Henry,42662.00,41936.00,42010.00,27,-1.7,0.2,52
IL,Iroquois,43232.00,40045.00,39320.00,49,-7.4,-1.8,71
IL,Jackson,32238.00,32393.00,33363.00,95,0.5,3,19
IL,Jasper,45712.00,41191.00,38022.00,54,-9.9,-7.7,101
IL,Jefferson,35017.00,35929.00,36493.00,67,2.6,1.6,40
IL,Jersey,36207.00,35993.00,36696.00,64,-0.6,2,36
IL,Jo Daviess,45126.00,44935.00,46080.00,15,-0.4,2.5,25
IL,Johnson,25418.00,25580.00,26081.00,102,0.6,2,35
IL,Kane,42240.00,43434.00,45156.00,16,2.8,4,10
IL,Kankakee,35430.00,35750.00,37049.00,62,0.9,3.6,14
IL,Kendall,41242.00,41912.00,43910.00,20,1.6,4.8,6
IL,Knox,37300.00,36857.00,37748.00,57,-1.2,2.4,30
IL,Lake,64576.00,67466.00,69827.00,1,4.5,3.5,15
IL,LaSalle,38407.00,38526.00,39582.00,45,0.3,2.7,21
IL,Lawrence,37621.00,37422.00,36249.00,70,-0.5,-3.1,88
IL,Lee,38418.00,37440.00,37895.00,55,-2.5,1.2,44
IL,Livingston,43957.00,41219.00,39910.00,44,-6.2,-3.2,89
IL,Logan,36534.00,34327.00,33746.00,90,-6,-1.7,69
IL,McDonough,34939.00,34582.00,33934.00,88,-1,-1.9,73
IL,McHenry,46033.00,47158.00,49457.00,6,2.4,4.9,4
IL,McLean,43696.00,43536.00,44670.00,17,-0.4,2.6,24
IL,Macon,42123.00,43104.00,44383.00,18,2.3,3,20
IL,Macoupin,36713.00,36068.00,36145.00,71,-1.8,0.2,51
IL,Madison,38982.00,40342.00,41970.00,28,3.5,4,9
IL,Marion,37764.00,38036.00,38643.00,52,0.7,1.6,39
IL,Marshall,43422.00,41350.00,40408.00,39,-4.8,-2.3,79
IL,Mason,38994.00,36805.00,35580.00,76,-5.6,-3.3,91
IL,Massac,33800.00,33784.00,34828.00,81,0,3.1,18
IL,Menard,41498.00,40466.00,40081.00,42,-2.5,-1,62
IL,Mercer,41583.00,40490.00,40487.00,38,-2.6,0,54
IL,Monroe,47630.00,49703.00,51277.00,5,4.4,3.2,17
IL,Montgomery,36167.00,34264.00,33254.00,96,-5.3,-2.9,85
IL,Morgan,36810.00,36067.00,35757.00,74,-2,-0.9,60
IL,Moultrie,56028.00,55197.00,48373.00,8,-1.5,-12.4,102
IL,Ogle,40274.00,39800.00,40698.00,37,-1.2,2.3,33
IL,Peoria,44919.00,45961.00,47076.00,12,2.3,2.4,29
IL,Perry,35164.00,35532.00,34243.00,84,1,-3.6,93
IL,Piatt,47054.00,47222.00,46140.00,14,0.4,-2.3,80
IL,Pike,39561.00,37486.00,35553.00,78,-5.2,-5.2,97
IL,Pope,29375.00,30172.00,31926.00,98,2.7,5.8,2
IL,Pulaski,35151.00,33147.00,33973.00,86,-5.7,2.5,27
IL,Putnam,49649.00,49418.00,52533.00,4,-0.5,6.3,1
IL,Randolph,31743.00,32743.00,33105.00,97,3.2,1.1,46
IL,Richland,38789.00,38330.00,37767.00,56,-1.2,-1.5,68
IL,Rock Island,39736.00,39429.00,40332.00,41,-0.8,2.3,32
IL,St. Clair,38115.00,39201.00,40711.00,36,2.8,3.9,12
IL,Saline,37178.00,36761.00,36633.00,66,-1.1,-0.3,56
IL,Sangamon,41457.00,42683.00,43810.00,21,3,2.6,22
IL,Schuyler,45992.00,44734.00,43570.00,22,-2.7,-2.6,82
IL,Scott,37974.00,35917.00,33852.00,89,-5.4,-5.7,99
IL,Shelby,38626.00,36408.00,35244.00,79,-5.7,-3.2,90
IL,Stark,42001.00,37108.00,35185.00,80,-11.6,-5.2,98
IL,Stephenson,37938.00,38281.00,38766.00,51,0.9,1.3,43
IL,Tazewell,40942.00,41986.00,42719.00,24,2.5,1.7,38
IL,Union,34584.00,34670.00,35578.00,77,0.2,2.6,23
IL,Vermilion,35383.00,35423.00,35630.00,75,0.1,0.6,49
IL,Wabash,42072.00,41427.00,40897.00,35,-1.5,-1.3,64
IL,Warren,38007.00,35191.00,34228.00,85,-7.4,-2.7,83
IL,Washington,49557.00,48672.00,47808.00,10,-1.8,-1.8,70
IL,Wayne,40872.00,38897.00,37484.00,58,-4.8,-3.6,94
IL,White,46063.00,44809.00,43014.00,23,-2.7,-4,96
IL,Whiteside,38795.00,39021.00,39483.00,46,0.6,1.2,45
IL,Will,43147.00,44659.00,46823.00,13,3.5,4.8,5
IL,Williamson,38761.00,39381.00,40359.00,40,1.6,2.5,28
IL,Winnebago,36407.00,37709.00,39357.00,48,3.6,4.4,8
IL,Woodford,47092.00,46787.00,47111.00,11,-0.6,0.7,48
IN,,39140.00,40460.00,41940.00,,3.4,3.7,
IN,Adams,33384.00,34795.00,34885.00,72,4.2,0.3,77
IN,Allen,37851.00,39789.00,41528.00,18,5.1,4.4,15
IN,Bartholomew,42365.00,44443.00,45575.00,8,4.9,2.5,51
IN,Benton,43492.00,38134.00,35402.00,66,-12.3,-7.2,92
IN,Blackford,34389.00,34474.00,35447.00,65,0.2,2.8,43
IN,Boone,59949.00,61459.00,62603.00,2,2.5,1.9,64
IN,Brown,38508.00,39792.00,41406.00,20,3.3,4.1,22
IN,Carroll,38796.00,39189.00,38695.00,38,1,-1.3,89
IN,Cass,34079.00,34509.00,34916.00,71,1.3,1.2,68
IN,Clark,39249.00,39418.00,40732.00,23,0.4,3.3,32
IN,Clay,33257.00,34028.00,34300.00,79,2.3,0.8,72
IN,Clinton,33580.00,34824.00,34675.00,77,3.7,-0.4,83
IN,Crawford,29046.00,30661.00,32287.00,87,5.6,5.3,5
IN,Daviess,37535.00,37444.00,38167.00,42,-0.2,1.9,63
IN,Dearborn,39111.00,40449.00,41953.00,15,3.4,3.7,28
IN,Decatur,37398.00,38012.00,38095.00,44,1.6,0.2,78
IN,DeKalb,35739.00,36832.00,37945.00,46,3.1,3,36
IN,Delaware,30722.00,31795.00,32896.00,86,3.5,3.5,30
IN,Dubois,45700.00,49702.00,50943.00,3,8.8,2.5,53
IN,Elkhart,35545.00,38197.00,39882.00,28,7.5,4.4,14
IN,Fayette,32993.00,34537.00,35453.00,64,4.7,2.7,47
IN,Floyd,43592.00,46721.00,48815.00,4,7.2,4.5,13
IN,Fountain,37234.00,35397.00,34857.00,73,-4.9,-1.5,90
IN,Franklin,40216.00,40161.00,41749.00,16,-0.1,4,24
IN,Fulton,36960.00,36573.00,37464.00,50,-1,2.4,55
IN,Gibson,39239.00,39511.00,40172.00,26,0.7,1.7,65
IN,Grant,34596.00,35348.00,36715.00,55,2.2,3.9,25
IN,Greene,33600.00,34972.00,35806.00,59,4.1,2.4,56
IN,Hamilton,59881.00,62981.00,64654.00,1,5.2,2.7,46
IN,Hancock,42001.00,42714.00,43941.00,11,1.7,2.9,39
IN,Harrison,35692.00,36580.00,38166.00,43,2.5,4.3,17
IN,Hendricks,41039.00,42121.00,43345.00,12,2.6,2.9,38
IN,Henry,32107.00,32856.00,33589.00,83,2.3,2.2,60
IN,Howard,34860.00,36139.00,37356.00,52,3.7,3.4,31
IN,Huntington,35875.00,36278.00,37225.00,53,1.1,2.6,50
IN,Jackson,36898.00,38386.00,39645.00,30,4,3.3,33
IN,Jasper,39672.00,39938.00,41677.00,17,0.7,4.4,16
IN,Jay,35735.00,37780.00,39662.00,29,5.7,5,8
IN,Jefferson,35422.00,36576.00,38536.00,40,3.3,5.4,3
IN,Jennings,32067.00,33481.00,34730.00,75,4.4,3.7,27
IN,Johnson,40652.00,41962.00,43161.00,13,3.2,2.9,41
IN,Knox,40365.00,41609.00,41234.00,21,3.1,-0.9,87
IN,Kosciusko,39206.00,40757.00,44864.00,9,4,10.1,1
IN,Lagrange,30836.00,32756.00,34150.00,81,6.2,4.3,18
IN,Lake,36829.00,37884.00,39896.00,27,2.9,5.3,4
IN,LaPorte,35299.00,36164.00,37827.00,47,2.5,4.6,11
IN,Lawrence,32916.00,34602.00,36058.00,58,5.1,4.2,20
IN,Madison,31913.00,33461.00,35328.00,69,4.9,5.6,2
IN,Marion,44369.00,45423.00,47508.00,6,2.4,4.6,12
IN,Marshall,35051.00,36006.00,36958.00,54,2.7,2.6,48
IN,Martin,36076.00,37826.00,38788.00,36,4.9,2.5,52
IN,Miami,29668.00,30798.00,31097.00,90,3.8,1,70
IN,Monroe,32867.00,33970.00,35335.00,68,3.4,4,23
IN,Montgomery,37551.00,37610.00,38092.00,45,0.2,1.3,67
IN,Morgan,37842.00,38419.00,39299.00,34,1.5,2.3,59
IN,Newton,37403.00,37256.00,37437.00,51,-0.4,0.5,76
IN,Noble,32714.00,34335.00,35578.00,63,5,3.6,29
IN,Ohio,32886.00,34929.00,36368.00,57,6.2,4.1,21
IN,Orange,33037.00,33119.00,33308.00,84,0.2,0.6,74
IN,Owen,31655.00,32644.00,34287.00,80,3.1,5,7
IN,Parke,31457.00,30707.00,31434.00,89,-2.4,2.4,58
IN,Perry,32244.00,34226.00,35344.00,67,6.1,3.3,34
IN,Pike,35044.00,35087.00,35617.00,60,0.1,1.5,66
IN,Porter,43180.00,44349.00,46501.00,7,2.7,4.9,9
IN,Posey,43907.00,44340.00,44674.00,10,1,0.8,73
IN,Pulaski,40192.00,38939.00,38707.00,37,-3.1,-0.6,85
IN,Putnam,32592.00,32570.00,33264.00,85,-0.1,2.1,62
IN,Randolph,35133.00,35321.00,35614.00,62,0.5,0.8,71
IN,Ripley,38203.00,39689.00,39492.00,31,3.9,-0.5,84
IN,Rush,40896.00,39270.00,39475.00,32,-4,0.5,75
IN,St. Joseph,38778.00,40949.00,43040.00,14,5.6,5.1,6
IN,Scott,31115.00,32923.00,34442.00,78,5.8,4.6,10
IN,Shelby,39167.00,38860.00,38511.00,41,-0.8,-0.9,86
IN,Spencer,39976.00,40224.00,41437.00,19,0.6,3,37
IN,Starke,29878.00,30032.00,30693.00,91,0.5,2.2,61
IN,Steuben,35012.00,36281.00,37638.00,49,3.6,3.7,26
IN,Sullivan,31754.00,31525.00,31546.00,88,-0.7,0.1,81
IN,Switzerland,26995.00,28149.00,28951.00,92,4.3,2.8,42
IN,Tippecanoe,32519.00,33883.00,34725.00,76,4.2,2.5,54
